id,title,description,price,images,category,booth_category,shipping_price,shipping_type,shipping_service,shipping_lbs,shipping_oz,shipping_carrier,shipping_package,sku,worldwide_shipping_price,worldwide_shipping_type,worldwide_shipping_carrier,quantity,trait,force_update,alie_id
"alen32829407086","2017 new large size 3D Hoodie Naruto anime Uchiha Itach men women Hoodies Sweatshirts 3d hoodie Sweatshirt for men"," Brand Name: Rocksir <br> Sleeve Length(cm): Full <br> Thickness: Standard <br> Closure Type: None <br> Sleeve Style: Regular <br> Collar: O-Neck <br> Style: Casual <br> Material: Polyester,Spandex <br> Clothing Length: Regular <br> Pattern Type: Print <br> Hooded: Yes <br> Detachable Part: None <br> Type: Regular <br> Gender: Men <br> Item Type: Sweatshirts <br> pattern: (animated) cartoon <br> Source category: Goods in stock <br> colour: red <br> For the season: Age season <br> Styling details: printing <br> Item Type: Hoodies,Sweatshirts <br> Gender: Suit for men women unisex <br> Feature: Big Front Pockets <br> Hooded: Yes <br> Type: Pullovers <br><table style='width:100%' border='5'><tr><td>Color: 12</td><td width='480' height='480' style='background:red!important'></td></tr></table><br>","","https://ae01.alicdn.com/kf/HTB1NSXEeYsTMeJjSszdq6AEupXat/2017-new-large-size-3D-Hoodie-Naruto-anime-Uchiha-Itach-men-women-Hoodies-Sweatshirts-3d-hoodie.jpg https://ae01.alicdn.com/kf/HTB1oNkQaPihSKJjy0Flq6ydEXXa8/2017-new-large-size-3D-Hoodie-Naruto-anime-Uchiha-Itach-men-women-Hoodies-Sweatshirts-3d-hoodie.jpg https://ae01.alicdn.com/kf/HTB1qlule3MPMeJjy1Xcq6xpppXaS/2017-new-large-size-3D-Hoodie-Naruto-anime-Uchiha-Itach-men-women-Hoodies-Sweatshirts-3d-hoodie.jpg https://ae01.alicdn.com/kf/HTB183JphEF7MKJjSZFLq6AMBVXaV/2017-new-large-size-3D-Hoodie-Naruto-anime-Uchiha-Itach-men-women-Hoodies-Sweatshirts-3d-hoodie.jpg","","","0","flat","International Shipping (2 to 3 weeks)","","","","","alen32829407086","10","flat","","5328","[[Condition:New]][[weight:0.6]][[weight_unit:kg]][[Color:12][Size:4XL][price:27.99][quantity:888]][[Color:12][Size:L][price:27.99][quantity:888]][[Color:12][Size:M][price:27.99][quantity:888]][[Color:12][Size:XL][price:27.99][quantity:888]][[Color:12][Size:XXL][price:27.99][quantity:888]][[Color:12][Size:XXXL][price:27.99][quantity:888]]","true","32829407086",
